"rooms","bathroom","square_meters","lift","terrace","neighborhood","square_meters_price","price","housing type"
1,1,48,0,0,"Ciutat Vella",18.75,900,"flat"
1,1,55,0,0,"Ciutat Vella",17.27,950,"flat"
2,2,60,0,0,"Ciutat Vella",14.17,850,"flat"
3,2,90,0,0,"Gràcia",12.22,1100,"flat"
3,1,65,0,0,"Les Corts",15.35,998,"flat"
2,1,52,0,0,"Ciutat Vella",16.62,864,"flat"
1,1,25,0,0,"Ciutat Vella",40,1000,"flat"
2,1,73,0,0,"Sarria-Sant Gervasi",14.38,1050,"flat"
2,1,54,1,0,"Sarria-Sant Gervasi",17.13,925,"flat"
3,2,82,1,1,"Eixample",13.6,1115,"flat"
1,1,68,0,0,"Horta- Guinardo",13.68,930,"flat"
2,1,65,0,0,"Ciutat Vella",14.15,920,"flat"
3,2,75,0,0,"Sant Martí",12.67,950,"flat"
2,1,59,0,0,"Sants-Montjuïc",16.95,1000,"flat"
2,1,90,0,0,"Eixample",15,1350,"flat"
2,1,70,0,0,"Eixample",24.79,1735,"apartment"
1,1,65,0,0,"Eixample",18.62,1210,"apartment"
1,1,28,0,0,"Eixample",41.46,1161,"apartment"
2,2,100,1,0,"Eixample",23.03,2303,"apartment"
3,2,80,0,0,"Ciutat Vella",58.75,4700,"apartment"
1,1,45,0,0,"Sant Martí",27.91,1256,"apartment"
3,1,65,0,0,"Gràcia",12.68,824,"flat"
4,1,80,0,0,"Eixample",14.98,1198,"flat"
1,2,49,0,0,"Ciutat Vella",17.35,850,"flat"
2,1,70,0,0,"Ciutat Vella",15.57,1090,"flat"
2,1,70,0,0,"Sants-Montjuïc",14.29,1000,"flat"
2,1,65,0,0,"Ciutat Vella",13.08,850,"flat"
3,1,65,1,0,"Nou Barris",12,780,"flat"
2,2,70,1,0,"Gràcia",14.29,1000,"flat"
3,2,90,1,0,"Eixample",13.33,1200,"flat"
3,2,100,1,0,"Sarria-Sant Gervasi",16,1600,"flat"
2,2,83,1,0,"Eixample",14.46,1200,"flat"
3,2,75,1,0,"Eixample",16,1200,"flat"
3,1,76,1,1,"Sarria-Sant Gervasi",13.82,1050,"flat"
3,2,55,0,0,"Ciutat Vella",13.64,750,"flat"
1,1,40,1,0,"Gràcia",18.75,750,"flat"
3,2,70,1,0,"Eixample",11.43,800,"flat"
2,1,65,1,0,"Eixample",13.69,890,"flat"
3,1,60,0,0,"Sant Martí",14.17,850,"flat"
3,1,70,0,0,"Gràcia",14.29,1000,"flat"
4,1,80,0,0,"Sarria-Sant Gervasi",12.5,1000,"flat"
2,1,79,1,1,"Sant Martí",16.46,1300,"flat"
3,2,125,1,1,"Les Corts",16,2000,"flat"
1,1,40,1,0,"Horta- Guinardo",15.63,625,"flat"
4,1,85,0,0,"Eixample",12.94,1100,"flat"
2,1,60,0,0,"Ciutat Vella",17.5,1050,"flat"
3,1,68,0,0,"Sants-Montjuïc",12.94,880,"flat"
3,1,70,0,0,"Sants-Montjuïc",11.43,800,"flat"
3,2,80,1,1,"Gràcia",13.75,1100,"flat"
4,1,80,0,0,"Eixample",13.75,1100,"flat"
3,1,69,0,0,"Gràcia",13.04,900,"flat"
1,1,55,0,0,"Ciutat Vella",21.82,1200,"flat"
1,1,40,0,0,"Sarria-Sant Gervasi",20,800,"flat"
1,1,45,0,0,"Sants-Montjuïc",21.11,950,"flat"
2,1,110,0,0,"Eixample",11.36,1250,"flat"
1,1,50,0,0,"Gràcia",17,850,"flat"
4,1,160,0,0,"Sarria-Sant Gervasi",13.13,2100,"flat"
3,2,107,0,0,"Eixample",12.06,1290,"flat"
3,2,70,0,0,"Ciutat Vella",12.86,900,"flat"
1,1,80,0,0,"Sarria-Sant Gervasi",25,2000,"flat"
3,1,67,0,0,"Horta- Guinardo",13.04,874,"flat"
2,1,75,0,0,"Sarria-Sant Gervasi",14.67,1100,"flat"
2,1,63,0,0,"Eixample",14.29,900,"flat"
3,1,66,0,0,"Gràcia",13.64,900,"flat"
1,1,41,1,0,"Ciutat Vella",17.07,700,"flat"
2,1,64,0,0,"Ciutat Vella",14.84,950,"flat"
3,1,60,0,0,"Ciutat Vella",17.5,1050,"flat"
4,4,230,1,1,"Les Corts",16.52,3800,"flat"
5,5,298,1,1,"Les Corts",13.09,3900,"flat"
3,2,80,0,0,"Les Corts",12.8,1024,"flat"
1,1,68,0,0,"Eixample",16.18,1100,"flat"
2,1,50,0,0,"Sant Martí",18,900,"flat"
2,1,80,1,0,"Sant Martí",12.5,1000,"flat"
4,3,148,1,0,"Sarria-Sant Gervasi",30.41,4500,"flat"
1,2,83,1,0,"Gràcia",10.24,850,"flat"
3,2,100,1,0,"Sant Martí",9.5,950,"flat"
2,1,78,1,0,"Horta- Guinardo",10.26,800,"flat"
3,1,68,1,0,"Eixample",14.71,1000,"flat"
2,1,85,0,1,"Gràcia",12.94,1100,"flat"
2,1,87,1,1,"Gràcia",12.53,1090,"flat"
3,2,84,0,1,"Gràcia",13.1,1100,"flat"
3,2,85,1,1,"Horta- Guinardo",11.18,950,"flat"
3,1,71,0,0,"Gràcia",14.08,1000,"flat"
1,1,40,1,0,"Gràcia",22.5,900,"flat"
2,2,87,1,1,"Gràcia",12.53,1090,"flat"
5,3,200,1,1,"Horta- Guinardo",12.5,2500,"flat"
2,1,75,0,0,"Horta- Guinardo",13.33,1000,"flat"
3,1,65,1,0,"Horta- Guinardo",13.08,850,"flat"
1,1,40,1,1,"Horta- Guinardo",19.88,795,"flat"
2,1,55,1,0,"Les Corts",19.09,1050,"apartment"
2,2,60,1,0,"Les Corts",15.83,950,"flat"
3,1,80,1,0,"Sarria-Sant Gervasi",30,2400,"flat"
1,1,38,1,0,"Sarria-Sant Gervasi",17.11,650,"flat"
1,1,57,0,0,"Sarria-Sant Gervasi",13.16,750,"flat"
3,1,66,0,0,"Sarria-Sant Gervasi",13.48,890,"flat"
3,2,123,1,0,"Sarria-Sant Gervasi",12.93,1590,"flat"
5,3,166,1,1,"Les Corts",15.36,2550,"flat"
3,2,117,1,0,"Sarria-Sant Gervasi",12.69,1485,"flat"
4,2,131,1,0,"Eixample",10.69,1400,"flat"
3,1,80,0,0,"Sant Andreu",12.38,990,"flat"
2,1,70,1,0,"Nou Barris",12.86,900,"flat"
1,1,25,1,0,"Horta- Guinardo",19.6,490,"studio"
2,1,60,0,0,"Gràcia",13,780,"flat"
1,1,31,0,0,"Sarria-Sant Gervasi",22.58,700,"apartment"
1,1,40,1,0,"Ciutat Vella",13.75,550,"flat"
3,1,65,1,1,"Les Corts",13.77,895,"flat"
2,1,68,1,0,"Sarria-Sant Gervasi",17.65,1200,"flat"
3,3,200,1,1,"Eixample",18,3600,"attic"
3,2,130,1,0,"Ciutat Vella",12.31,1600,"apartment"
4,2,90,1,1,"Gràcia",12.78,1150,"flat"
1,1,35,0,0,"Les Corts",19.09,668,"flat"
1,1,60,1,0,"Horta- Guinardo",13.33,800,"flat"
3,1,64,1,1,"Eixample",17.19,1100,"flat"
2,1,90,0,0,"Eixample",16.67,1500,"apartment"
5,4,273,1,0,"Les Corts",15.38,4200,"flat"
5,3,259,1,0,"Sarria-Sant Gervasi",13.9,3600,"flat"
3,2,79,1,0,"Eixample",16.46,1300,"flat"
3,2,94,1,1,"Eixample",17.82,1675,"apartment"
2,1,56,1,0,"Eixample",18.75,1050,"attic"
3,1,78,1,0,"Sarria-Sant Gervasi",12.69,990,"flat"
2,1,70,0,0,"Horta- Guinardo",15.71,1100,"flat"
3,3,130,1,1,"Sarria-Sant Gervasi",16.92,2200,"flat"
3,3,210,1,0,"Eixample",16.67,3500,"flat"
4,3,225,1,1,"Sarria-Sant Gervasi",16.44,3700,"flat"
4,3,200,1,0,"Sarria-Sant Gervasi",17.5,3500,"flat"
2,2,150,1,0,"Sarria-Sant Gervasi",14.67,2200,"flat"
3,2,120,1,1,"Sarria-Sant Gervasi",22.5,2700,"flat"
1,1,40,0,0,"Ciutat Vella",13.75,550,"flat"
4,2,80,1,0,"Eixample",11.25,900,"flat"
3,1,75,1,0,"Sant Andreu",11.33,850,"flat"
2,1,110,1,0,"Ciutat Vella",11.36,1250,"flat"
5,3,240,1,1,"Sarria-Sant Gervasi",15.42,3700,"flat"
2,2,120,1,0,"Eixample",14.17,1700,"flat"
1,1,45,1,0,"Sants-Montjuïc",14.44,650,"flat"
3,2,75,1,0,"Gràcia",13.2,990,"flat"
1,1,33,0,0,"Horta- Guinardo",18.18,600,"studio"
3,2,77,1,0,"Eixample",17.53,1350,"flat"
1,1,69,1,1,"Ciutat Vella",18.55,1280,"attic"
3,1,55,0,0,"Sants-Montjuïc",17.82,980,"flat"
2,1,79,1,0,"Eixample",10.95,865,"flat"
2,1,90,0,0,"Sarria-Sant Gervasi",15.56,1400,"flat"
2,1,75,0,0,"Ciutat Vella",16,1200,"flat"
2,1,72,0,0,"Sants-Montjuïc",16.67,1200,"flat"
3,2,80,1,1,"Eixample",56.25,4500,"flat"
3,1,74,0,0,"Les Corts",12.36,915,"flat"
2,1,45,0,0,"Eixample",16,720,"apartment"
3,2,84,1,0,"Sarria-Sant Gervasi",11.01,925,"flat"
4,1,110,1,0,"Eixample",9.09,1000,"flat"
1,1,50,1,0,"Sant Martí",16,800,"flat"
2,1,71,1,0,"Sants-Montjuïc",11.27,800,"flat"
3,2,191,1,0,"Sarria-Sant Gervasi",12.04,2300,"flat"
4,1,88,1,1,"Eixample",13.07,1150,"flat"
2,1,60,0,0,"Sant Andreu",11.67,700,"flat"
2,1,70,1,0,"Sarria-Sant Gervasi",14,980,"flat"
3,2,80,1,1,"Sant Andreu",12.38,990,"flat"
3,1,63,0,0,"Horta- Guinardo",13.02,820,"flat"
3,1,81,1,1,"Nou Barris",10.49,850,"flat"
1,1,20,1,0,"Eixample",32.5,650,"flat"
2,1,64,1,1,"Les Corts",12.66,810,"flat"
1,1,55,1,1,"Eixample",16.36,900,"flat"
3,2,120,1,1,"Les Corts",10,1200,"flat"
3,2,91,1,0,"Gràcia",14.29,1300,"flat"
1,1,37,0,0,"Ciutat Vella",21.49,795,"flat"
5,3,181,1,1,"Sarria-Sant Gervasi",13.81,2500,"apartment"
3,2,160,0,0,"Les Corts",12.38,1980,"flat"
3,1,90,1,1,"Les Corts",12.78,1150,"flat"
2,2,102,1,1,"Eixample",9.31,950,"flat"
3,2,86,1,0,"Eixample",15.12,1300,"flat"
4,1,88,1,0,"Sant Martí",13.07,1150,"flat"
4,2,114,0,0,"Ciutat Vella",9.93,1132,"flat"
3,2,144,1,1,"Ciutat Vella",15.97,2300,"flat"
4,2,150,1,0,"Sarria-Sant Gervasi",15.33,2300,"flat"
3,2,130,1,0,"Eixample",10,1300,"flat"
2,1,75,1,1,"Les Corts",12,900,"flat"
3,2,85,1,0,"Eixample",13.53,1150,"flat"
2,2,105,1,0,"Eixample",21.9,2300,"apartment"
2,2,71,1,0,"Eixample",21.13,1500,"flat"
1,1,60,1,0,"Les Corts",19.5,1170,"flat"
10,1,220,1,0,"Les Corts",11.82,2600,"flat"
2,2,185,1,0,"Eixample",17.84,3300,"apartment"
2,1,75,1,0,"Ciutat Vella",24,1800,"apartment"
1,1,45,1,0,"Ciutat Vella",31.11,1400,"apartment"
2,1,60,0,0,"Ciutat Vella",10.83,650,"flat"
2,1,98,0,0,"Ciutat Vella",8.67,850,"flat"
1,1,55,1,0,"Eixample",17.73,975,"attic"
1,1,30,0,0,"Ciutat Vella",18.33,550,"apartment"
2,2,86,1,1,"Ciutat Vella",17.44,1500,"apartment"
2,2,90,1,0,"Eixample",22.22,2000,"apartment"
1,1,44,0,1,"Ciutat Vella",14.75,649,"apartment"
3,1,68,0,0,"Horta- Guinardo",11.76,800,"flat"
5,3,211,1,0,"Sarria-Sant Gervasi",11.37,2400,"flat"
2,1,50,0,0,"Ciutat Vella",17.48,874,"flat"
3,1,70,0,0,"Gràcia",12.49,874,"flat"
5,5,225,1,1,"Les Corts",30.6,6886,"flat"
3,2,150,0,0,"Sarria-Sant Gervasi",26,3900,"attic"
3,3,220,1,1,"Eixample",16.36,3600,"attic"
3,2,180,1,1,"Sarria-Sant Gervasi",16.11,2900,"flat"
3,1,75,1,1,"Eixample",14,1050,"flat"
3,1,70,0,0,"Sants-Montjuïc",13.57,950,"flat"
1,1,50,0,0,"Eixample",22,1100,"flat"
2,1,56,0,0,"Ciutat Vella",19.64,1100,"flat"
1,2,100,1,0,"Eixample",9,900,"flat"
1,1,40,0,0,"Ciutat Vella",27.5,1100,"flat"
3,1,69,0,0,"Horta- Guinardo",15.94,1100,"flat"
2,1,75,0,0,"Eixample",12,900,"flat"
2,1,68,1,1,"Eixample",17.65,1200,"attic"
3,2,95,1,1,"Eixample",10.53,1000,"flat"
3,2,100,1,1,"Sarria-Sant Gervasi",16,1600,"apartment"
3,1,84,1,0,"Gràcia",10.42,875,"flat"
3,1,65,1,1,"Eixample",14.62,950,"flat"
3,2,80,1,0,"Sant Martí",11.88,950,"flat"
2,1,74,1,0,"Sant Martí",10.47,775,"flat"
3,2,102,1,0,"Ciutat Vella",11.76,1200,"flat"
1,1,30,0,0,"Ciutat Vella",20.83,625,"flat"
3,2,131,1,1,"Ciutat Vella",13.74,1800,"flat"
3,1,70,1,0,"Gràcia",11.29,790,"flat"
4,2,140,1,0,"Sants-Montjuïc",11.79,1650,"flat"
3,1,50,0,0,"Gràcia",14.6,730,"flat"
4,2,91,1,0,"Sants-Montjuïc",13.19,1200,"flat"
2,1,40,0,0,"Les Corts",19.38,775,"flat"
2,1,61,0,0,"Nou Barris",11.48,700,"flat"
3,1,77,0,0,"Sants-Montjuïc",15.52,1195,"flat"
2,2,74,1,0,"Les Corts",16.15,1195,"flat"
2,1,66,1,0,"Eixample",16.67,1100,"flat"
1,2,33,0,0,"Gràcia",28.03,925,"flat"
2,2,98,1,0,"Eixample",14.03,1375,"flat"
3,2,85,1,0,"Sarria-Sant Gervasi",14.12,1200,"flat"
4,2,92,1,0,"Sants-Montjuïc",14.13,1300,"flat"
2,1,58,0,0,"Gràcia",13.71,795,"flat"
4,2,100,1,0,"Sarria-Sant Gervasi",14.5,1450,"flat"
1,1,50,0,1,"Gràcia",12,600,"apartment"
2,1,66,1,0,"Eixample",15.08,995,"flat"
4,2,176,1,0,"Sarria-Sant Gervasi",7.95,1400,"apartment"
3,3,160,1,1,"Eixample",17.5,2800,"apartment"
2,2,165,1,1,"Sarria-Sant Gervasi",13.33,2200,"apartment"
4,2,132,1,1,"Sarria-Sant Gervasi",12.8,1690,"flat"
5,3,128,1,0,"Eixample",12.89,1650,"flat"
4,3,186,1,0,"Sarria-Sant Gervasi",10.22,1900,"flat"
3,1,62,1,0,"Sarria-Sant Gervasi",14.52,900,"flat"
2,2,84,1,0,"Ciutat Vella",11.79,990,"flat"
5,3,241,1,0,"Sarria-Sant Gervasi",11,2650,"flat"
3,2,150,1,0,"Les Corts",23.33,3500,"apartment"
2,1,80,1,0,"Ciutat Vella",20.63,1650,"apartment"
3,3,165,1,0,"Sarria-Sant Gervasi",14.85,2450,"flat"
1,1,60,1,0,"Sant Andreu",12.5,750,"flat"
1,1,54,1,0,"Sarria-Sant Gervasi",16.48,890,"attic"
3,2,120,0,0,"Sarria-Sant Gervasi",14.42,1730,"flat"
1,1,40,1,1,"Ciutat Vella",21.25,850,"flat"
2,1,57,1,0,"Sants-Montjuïc",13.16,750,"flat"
3,2,121,1,0,"Eixample",12.31,1490,"flat"
1,1,40,0,0,"Sant Martí",17.5,700,"flat"
4,2,103,1,0,"Sarria-Sant Gervasi",15.53,1600,"flat"
3,1,47,0,0,"Eixample",16.28,765,"flat"
3,1,76,1,0,"Sant Andreu",12.63,960,"flat"
3,1,75,1,0,"Horta- Guinardo",9.33,700,"flat"
1,1,45,0,0,"Sant Martí",17.67,795,"flat"
4,1,100,0,0,"Eixample",13.8,1380,"flat"
1,1,50,1,0,"Ciutat Vella",22,1100,"apartment"
2,1,50,1,0,"Sant Martí",15.5,775,"flat"
2,2,75,1,0,"Nou Barris",11,825,"flat"
2,1,75,0,1,"Eixample",18,1350,"attic"
2,1,64,1,0,"Gràcia",15.23,975,"flat"
3,2,100,0,0,"Sant Martí",40,4000,"flat"
3,1,77,1,0,"Sants-Montjuïc",12.21,940,"flat"
1,1,60,0,0,"Ciutat Vella",19.17,1150,"flat"
3,1,65,1,1,"Sant Martí",13.85,900,"flat"
2,1,70,1,0,"Sant Martí",12.29,860,"flat"
2,1,52,1,1,"Sant Martí",14.23,740,"flat"
3,1,61,1,0,"Sant Martí",13.11,800,"flat"
3,1,78,0,0,"Sant Andreu",10.9,850,"flat"
4,2,81,1,0,"Sants-Montjuïc",12.35,1000,"flat"
3,2,104,1,0,"Sarria-Sant Gervasi",12.5,1300,"flat"
2,1,104,1,0,"Ciutat Vella",9.13,950,"flat"
1,1,43,1,0,"Sants-Montjuïc",15.93,685,"flat"
2,1,70,0,0,"Eixample",20,1400,"flat"
1,1,50,1,0,"Les Corts",15,750,"flat"
3,2,146,0,1,"Sant Martí",26.71,3900,"flat"
3,1,78,1,0,"Nou Barris",10.64,830,"flat"
4,2,75,1,0,"Eixample",13.33,1000,"flat"
2,1,96,1,0,"Ciutat Vella",10,960,"flat"
2,1,78,1,0,"Ciutat Vella",14.1,1100,"flat"
3,2,127,1,0,"Eixample",15.75,2000,"flat"
1,1,67,1,1,"Horta- Guinardo",10.07,675,"flat"
1,1,55,1,1,"Eixample",11.82,650,"attic"
2,1,60,0,0,"Sants-Montjuïc",13.33,800,"apartment"
2,1,60,1,0,"Eixample",11.33,680,"apartment"
2,1,40,1,0,"Horta- Guinardo",17.5,700,"flat"
5,3,206,1,0,"Sarria-Sant Gervasi",21.84,4500,"flat"
4,2,88,1,1,"Eixample",13.64,1200,"flat"
1,1,43,1,1,"Eixample",19.19,825,"flat"
2,1,54,1,0,"Sants-Montjuïc",15.74,850,"flat"
3,1,60,1,1,"Nou Barris",12.5,750,"flat"
2,1,45,1,0,"Sarria-Sant Gervasi",19.71,887,"flat"
2,1,45,1,0,"Gràcia",16.67,750,"flat"
3,2,109,1,0,"Sarria-Sant Gervasi",11.93,1300,"flat"
2,1,70,1,0,"Sant Martí",12.07,845,"flat"
2,1,80,0,0,"Sant Andreu",10.63,850,"flat"
1,1,55,1,0,"Ciutat Vella",23.64,1300,"flat"
1,1,45,1,0,"Ciutat Vella",24.44,1100,"flat"
2,2,65,1,1,"Les Corts",24.62,1600,"flat"
2,1,55,0,0,"Eixample",21.73,1195,"flat"
1,1,55,1,0,"Ciutat Vella",20,1100,"flat"
2,2,65,1,0,"Sant Martí",14.62,950,"flat"
4,2,77,1,1,"Eixample",17.53,1350,"flat"
2,1,55,0,0,"Horta- Guinardo",13.64,750,"apartment"
1,1,33,0,0,"Ciutat Vella",21.82,720,"apartment"
3,1,71,1,1,"Sarria-Sant Gervasi",13.94,990,"flat"
1,2,59,0,1,"Ciutat Vella",20.34,1200,"flat"
3,2,135,1,1,"Eixample",12.59,1700,"flat"
3,1,76,1,1,"Sant Martí",11.18,850,"flat"
3,2,94,1,0,"Eixample",10.64,1000,"flat"
3,3,79,1,0,"Ciutat Vella",20.25,1600,"flat"
3,1,80,0,0,"Sarria-Sant Gervasi",15,1200,"flat"
2,1,60,1,0,"Gràcia",13.67,820,"flat"
3,1,55,1,0,"Horta- Guinardo",12.65,696,"flat"
3,1,70,1,0,"Horta- Guinardo",11.67,817,"flat"
3,2,90,0,0,"Eixample",13.53,1218,"flat"
3,2,84,1,0,"Gràcia",12.5,1050,"flat"
3,2,85,1,1,"Sarria-Sant Gervasi",31.76,2700,"flat"
3,1,65,1,1,"Sant Martí",12.31,800,"flat"
3,1,56,0,0,"Gràcia",14,784,"flat"
2,1,40,1,0,"Sant Martí",18.7,748,"flat"
2,1,54,1,1,"Nou Barris",14.8,799,"attic"
4,1,113,1,1,"Les Corts",9.29,1050,"flat"
4,3,120,1,1,"Les Corts",24.17,2900,"attic"
2,2,50,0,0,"Eixample",14,700,"flat"
3,3,113,1,0,"Eixample",12.39,1400,"flat"
3,1,59,1,0,"Sants-Montjuïc",14.83,875,"flat"
2,1,49,1,0,"Horta- Guinardo",15.31,750,"flat"
1,1,36,1,0,"Eixample",24.72,890,"flat"
3,1,59,0,0,"Horta- Guinardo",12.1,714,"flat"
3,1,70,0,0,"Eixample",13.21,925,"flat"
1,1,39,0,0,"Eixample",21.79,850,"flat"
3,1,70,1,0,"Sants-Montjuïc",11.26,788,"flat"
2,1,60,0,1,"Sarria-Sant Gervasi",16.92,1015,"flat"
2,1,65,1,0,"Horta- Guinardo",13.08,850,"flat"
1,1,70,1,0,"Eixample",14.29,1000,"flat"
3,1,70,0,1,"Horta- Guinardo",12.14,850,"flat"
2,1,73,1,1,"Eixample",13.56,990,"flat"
3,1,70,0,0,"Gràcia",11.29,790,"flat"
5,3,160,0,0,"Sarria-Sant Gervasi",10.63,1700,"flat"
1,1,40,0,1,"Gràcia",18.75,750,"attic"
5,3,145,1,0,"Sarria-Sant Gervasi",11.72,1700,"flat"
3,2,95,0,1,"Ciutat Vella",11.37,1080,"flat"
3,1,68,1,0,"Horta- Guinardo",13.01,885,"flat"
3,1,47,0,0,"Sants-Montjuïc",15.32,720,"flat"
4,2,103,1,0,"Les Corts",15.53,1600,"flat"
4,2,86,0,1,"Gràcia",10.47,900,"flat"
2,1,42,0,0,"Horta- Guinardo",16.9,710,"flat"
2,1,58,0,0,"Horta- Guinardo",10.34,600,"flat"
3,1,70,1,0,"Sant Andreu",13.57,950,"flat"
1,1,72,1,0,"Gràcia",14.35,1033,"flat"
4,1,70,0,0,"Les Corts",11.07,775,"flat"
1,1,52,0,0,"Sarria-Sant Gervasi",21.15,1100,"flat"
2,1,85,1,0,"Sarria-Sant Gervasi",13.24,1125,"flat"
2,1,85,1,0,"Sarria-Sant Gervasi",13.88,1180,"flat"
2,1,54,1,1,"Sant Andreu",16.67,900,"attic"
3,1,70,1,1,"Sant Andreu",13.57,950,"flat"
2,1,80,1,0,"Sarria-Sant Gervasi",11.88,950,"flat"
3,2,60,1,1,"Sarria-Sant Gervasi",16.2,972,"flat"
2,1,53,1,0,"Sants-Montjuïc",16.98,900,"flat"
3,1,75,1,0,"Eixample",12.33,925,"flat"
3,1,79,1,0,"Sants-Montjuïc",11.27,890,"flat"
2,1,70,1,0,"Sants-Montjuïc",13.93,975,"flat"
2,2,71,1,0,"Sants-Montjuïc",13.73,975,"flat"
3,1,75,0,0,"Nou Barris",11,825,"flat"
1,1,45,1,0,"Ciutat Vella",15.44,695,"flat"
2,1,60,0,0,"Eixample",11.67,700,"flat"
4,2,105,1,0,"Ciutat Vella",11.43,1200,"flat"
3,2,80,1,0,"Sant Martí",11.25,900,"flat"
4,2,82,1,0,"Sant Andreu",12.8,1050,"flat"
2,1,45,1,0,"Eixample",15.56,700,"flat"
1,1,55,1,0,"Eixample",15.36,845,"apartment"
1,1,60,1,0,"Eixample",14.83,890,"apartment"
1,1,35,1,0,"Sarria-Sant Gervasi",19.29,675,"apartment"
3,1,65,1,0,"Les Corts",13.23,860,"flat"
3,1,73,1,0,"Sant Martí",12.45,909,"flat"
4,2,80,1,0,"Sant Martí",13.75,1100,"flat"
1,1,25,1,0,"Ciutat Vella",30,750,"flat"
1,1,50,0,1,"Gràcia",17.3,865,"flat"
1,1,39,1,0,"Gràcia",16.92,660,"flat"
4,1,70,1,0,"Les Corts",14.07,985,"flat"
4,1,82,1,0,"Eixample",13.41,1100,"flat"
2,1,58,1,1,"Eixample",14.66,850,"flat"
2,1,65,1,0,"Eixample",13.08,850,"flat"
3,1,68,1,0,"Sant Martí",11.99,815,"flat"
3,2,85,0,0,"Sarria-Sant Gervasi",11.53,980,"flat"
1,1,35,1,0,"Ciutat Vella",25.71,900,"flat"
1,1,37,1,0,"Ciutat Vella",24.32,900,"flat"
1,1,98,0,0,"Horta- Guinardo",11.22,1100,"studio"
2,2,115,1,1,"Eixample",18.7,2150,"attic"
3,2,78,0,0,"Horta- Guinardo",14.1,1100,"flat"
2,1,76,1,0,"Eixample",13.16,1000,"flat"
2,2,59,1,0,"Eixample",20,1180,"flat"
1,2,90,1,0,"Ciutat Vella",11.11,1000,"flat"
2,1,60,1,1,"Gràcia",17.92,1075,"attic"
3,2,80,1,0,"Eixample",11.13,890,"flat"
2,1,86,1,1,"Sant Martí",11.4,980,"flat"
3,1,73,1,1,"Sarria-Sant Gervasi",15.07,1100,"flat"
2,2,80,0,0,"Eixample",15,1200,"flat"
1,1,55,0,0,"Sarria-Sant Gervasi",15.91,875,"flat"
3,1,64,1,0,"Eixample",17.97,1150,"flat"
2,1,70,1,0,"Eixample",19.29,1350,"flat"
2,2,101,1,0,"Eixample",19.31,1950,"flat"
2,1,68,1,0,"Ciutat Vella",13.47,916,"flat"
3,1,73,0,0,"Les Corts",12.33,900,"flat"
1,1,42,1,0,"Les Corts",26.07,1095,"flat"
3,1,75,0,0,"Gràcia",10.6,795,"flat"
1,1,35,1,1,"Sants-Montjuïc",21.43,750,"attic"
2,1,62,1,1,"Sants-Montjuïc",12.9,800,"flat"
3,2,76,1,0,"Sarria-Sant Gervasi",13.58,1032,"flat"
1,1,60,1,1,"Ciutat Vella",19.17,1150,"apartment"
1,2,133,1,0,"Sant Martí",45.11,6000,"apartment"
1,1,40,0,0,"Ciutat Vella",38.5,1540,"apartment"
2,2,120,0,0,"Eixample",21.21,2545,"apartment"
2,1,60,0,0,"Sarria-Sant Gervasi",41.67,2500,"apartment"
3,1,70,0,0,"Eixample",28.57,2000,"apartment"
1,1,56,0,0,"Eixample",32.59,1825,"apartment"
1,1,55,0,0,"Ciutat Vella",33.09,1820,"apartment"
1,1,55,0,0,"Ciutat Vella",40,2200,"apartment"
2,1,90,0,0,"Ciutat Vella",38.33,3450,"apartment"
1,1,43,0,0,"Ciutat Vella",33.49,1440,"apartment"
1,1,45,0,0,"Ciutat Vella",40.44,1820,"apartment"
2,1,49,0,0,"Sarria-Sant Gervasi",13.06,640,"flat"
2,1,53,1,0,"Eixample",20.28,1075,"flat"
2,2,193,1,0,"Sarria-Sant Gervasi",18.13,3500,"attic"
4,3,214,1,1,"Sarria-Sant Gervasi",13.08,2800,"apartment"
1,1,52,1,0,"Sarria-Sant Gervasi",17.31,900,"flat"
1,1,51,0,0,"Sants-Montjuïc",16.67,850,"flat"
2,1,50,1,0,"Sants-Montjuïc",17,850,"flat"
2,2,97,1,0,"Sant Martí",48.45,4700,"apartment"
2,2,185,1,0,"Les Corts",19.19,3550,"apartment"
2,1,90,1,0,"Ciutat Vella",12.22,1100,"flat"
2,1,41,1,0,"Gràcia",17.32,710,"flat"
3,1,77,1,0,"Les Corts",10.91,840,"flat"
4,2,91,1,0,"Les Corts",12.64,1150,"flat"
4,1,61,1,0,"Eixample",13.03,795,"flat"
2,2,78,1,0,"Ciutat Vella",12.18,950,"flat"
2,1,45,1,0,"Horta- Guinardo",17.29,778,"flat"
3,2,55,1,0,"Eixample",19,1045,"flat"
2,1,59,1,0,"Eixample",20.42,1205,"flat"
4,2,89,0,0,"Horta- Guinardo",10.11,900,"flat"
3,1,93,1,1,"Les Corts",9.68,900,"flat"
4,2,70,1,0,"Eixample",12.5,875,"flat"
1,1,50,1,0,"Eixample",13,650,"apartment"
3,2,90,1,0,"Eixample",11,990,"flat"
2,1,50,0,1,"Horta- Guinardo",16.5,825,"flat"
2,1,65,1,0,"Gràcia",13.08,850,"flat"
1,1,45,1,0,"Eixample",29.44,1325,"apartment"
4,2,80,1,0,"Eixample",13.75,1100,"flat"
1,1,55,0,1,"Eixample",21.82,1200,"flat"
2,1,45,1,0,"Gràcia",17.56,790,"flat"
3,2,135,1,0,"Eixample",13.33,1800,"flat"
5,3,180,1,0,"Sarria-Sant Gervasi",12.21,2198,"flat"
